lakeid,sampledate,depth,ca,mg,na,k,cl,so4,cond,ph,alk,dic,temp,bicarbonate,carbonate,alkalinity_calculated,hplus,cations,anions,Lake,Lat,Long
BM,1999-05-03,18,0.31538499925145963,0.152232051018309,0.04175910217930314,0.011765307688372808,0.01212873381660226,0.053924630439308764,52,7.13,389,5.75,5.1,0.38509872466748346,2.9118055519043284e-4,385.339135364699,7.413102413009176e-5,0.5211414601374446,0.45144326947858493,Big Muskellunge Lake,46.021067,-89.611783
BM,1999-08-27,0,0.28394630470582366,0.1514091750668587,0.040454130236199926,0.011253772571487033,0.009590161622429696,0.06287736831147199,49,8.23,388,5.27,22.6,0.4296906690781207,0.006495798501931579,437.60632581184916,5.888436553555883e-6,0.4870633825803693,0.508653997513954,Big Muskellunge Lake,46.021067,-89.611783
BM,1999-08-27,8,0.2754628474474774,0.14564904340670645,0.039149158293096696,0.010998005013044146,0.009590161622429696,0.06391838434311888,NA,7.98,391,5.35,21,0.4329315902640038,0.0035528711622944535,437.17948431776193,1.0471285480508984e-5,0.4712590541603247,0.5099930073918467,Big Muskellunge Lake,46.021067,-89.611783
BM,1999-08-27,10,0.298917111632317,0.15470067887265995,0.04175910217930314,0.011765307688372808,0.010154288776690265,0.06225275869248387,51,6.86,411,6.1,16.6,0.3755497900822134,2.1070154182333732e-4,375.6581171330057,1.3803842646028838e-4,0.5071422003726529,0.4481675390932109,Big Muskellunge Lake,46.021067,-89.611783
BM,1999-08-27,12,0.3268626178951045,0.1571693067270109,0.04219409282700422,0.012276842805258582,0.01156460666234169,0.06391838434311888,NA,6.56,440,7.32,10.9,0.34115448350281036,8.251762423461342e-5,340.9714286748307,2.754228703338169e-4,0.5385028602543782,0.41671999213250555,Big Muskellunge Lake,46.021067,-89.611783
BM,1999-08-27,16,0.3408353710264983,0.1612836864842625,0.042629083474705294,0.01329991303903013,0.011000479508081121,0.06516760358109515,NA,6.5,457,7.96,7.8,0.3366064958016851,6.48220967701986e-5,336.36103589497213,3.1622776601683794e-4,0.5580480540244962,0.4128394009876316,Big Muskellunge Lake,46.021067,-89.611783
BM,1999-08-27,19,0.343829532411797,0.1633408763628883,0.043281569446256905,0.013811448155915906,0.012269765605167404,0.06318967312096606,57,6.49,471.5,7.97,7.7,0.3328146384661254,6.244586106257605e-5,332.55921456246557,3.235936569296281e-4,0.5642634263768582,0.40833652305332147,Big Muskellunge Lake,46.021067,-89.611783
BM,1999-11-11,0,0.30141224612006584,0.15387780292120964,0.041324111531602065,0.011765307688372808,0.011846670239471975,0.054757443264626275,51,7.49,408,5.41,6.6,0.40840114366934793,7.411768481732992e-4,409.17448072444904,3.235936569296281e-5,0.5083794682612504,0.47574643402161954,Big Muskellunge Lake,46.021067,-89.611783
BM,1999-11-11,10,0.3029093268127152,0.1551121168483851,0.041541606855452606,0.01189319146759425,0.01212873381660226,0.05538205288361441,51,7.49,403,5.449999999999999,6.5,0.4113275731787403,7.442035626878593e-4,412.1033103809579,3.235936569296281e-5,0.5114562419841472,0.4795825634416448,Big Muskellunge Lake,46.021067,-89.611783
BM,1999-11-11,18,0.3019112730176156,0.15634643077556057,0.040889120883900995,0.011765307688372808,0.01212873381660226,0.054965646470955656,51,7.48,400,5.45,6.5,0.4104484495778295,7.257090533764436e-4,411.2034424350146,3.3113112148259076e-5,0.5109121323654501,0.47826853891876386,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-02-23,0,0.36528768900643743,0.17938695741616953,0.04828396189481926,0.013044145480587244,0.017205878204947393,0.0591297105975432,59,7.29,455,6.37,0.4,0.44508331863903344,4.1651108314036796e-4,445.46958142893357,5.128613839913648e-5,0.6060027537980135,0.5218354185246644,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-02-23,10,0.31962672788063273,0.15963793458136186,0.04219409282700422,0.01150954012992992,0.01368008349081883,0.05319591921715595,53,7.015,416.5,5.82,3.6,0.3644947970645614,2.0157224548845052e-4,364.61478804065734,9.66050878989814e-5,0.5329682954189288,0.4315723720180246,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-02-23,19,0.4286641049952592,0.18514708907632174,0.04480403671321066,0.015601821065016114,0.014385242433644543,0.032271496981053506,73,6.67,540,8.96,4.5,0.4358894838838997,1.1212427026040157e-4,435.7939445385422,2.1379620895022324e-4,0.6742170518498076,0.48265834756885817,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-04-05,0,0.2964219771445681,0.1489405472125077,0.03958414894079777,0.010486469896158371,0.012692860970862831,0.04996876951905059,50,7.19,417,5.5,4.6,0.37700588933055257,3.221483990588134e-4,377.28928221500206,6.456542290346549e-5,0.4954331431940319,0.4399896682195248,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-04-05,10,0.2906831678227456,0.15387780292120964,0.03980164426464831,0.010742237454601258,0.012974924547993117,0.0499687695190506,51,7.145,404.5,5.585,4.3,0.37504341883633746,2.8617219737142894e-4,375.28037629491575,7.161434102129026e-5,0.49510485246320485,0.4382732851007526,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-04-05,19,0.2909326812715205,0.1530549269697593,0.04001913958849885,0.010486469896158371,0.01579556031929597,0.05059337913803873,51,7.14,403,5.64,4.3,0.3778926940174322,2.850456284018475e-4,378.12740412224036,7.244359600749906e-5,0.494493217725937,0.44456667910316877,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-08-24,0,0.2954239233494685,0.1489405472125077,0.03958414894079777,0.010742237454601258,0.01212873381660226,0.03685196752029981,50,7.96,388,5.35,21.9,0.43262873059534507,0.0034590932834565953,436.80047731307707,1.0964781961431852e-5,0.4946908569573752,0.48506852521570376,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-08-24,8,0.29292878886171964,0.1481176712610574,0.039149158293096696,0.010742237454601258,0.011000479508081121,0.037268373932958565,NA,7.75,387,5.39,21.3,0.4297007092616582,0.0020904619850431816,432.1980134774062,1.778279410038923e-5,0.49093785587047495,0.4800600246877411,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-08-24,10,0.2964219771445681,0.1481176712610574,0.039149158293096696,0.010742237454601258,0.011282543085211406,0.037268373932958565,50,7.34,388,5.62,20.3,0.42136444601571693,7.797117598910144e-4,422.24966467157583,4.5708818961487516e-5,0.4944310441533234,0.4706950747937779,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-08-24,12,0.3268626178951045,0.14976342316395805,0.040454130236199926,0.01150954012992992,0.0132569881251234,0.0360191546949823,NA,6.7,425,7.6,14.2,0.412913498596506,1.5076220359019405e-4,412.88389954727177,1.9952623149688788e-4,0.5285897114251924,0.46234040362020185,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-08-24,16,0.36678476969908674,0.15058629911540836,0.040889120883900995,0.013044145480587244,0.015513496742165685,0.03476993545700604,NA,6.54,470,9.07,9.2,0.40703780055318917,8.956793403123287e-5,406.84642493268024,2.8840315031266055e-4,0.5713043351789833,0.45741080068639217,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-08-24,19,0.3944807625130994,0.15675786875128572,0.04219409282700422,0.014195099493580237,0.014667306010774829,0.030814074536747865,63.5,6.59,465.5,10.4,8.7,0.48890505451294203,1.1896021654248383e-4,488.7747186445473,2.570395782768865e-4,0.6076278235849696,0.5345053952770071,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-11-14,0,0.296421977144568,0.14976342316395805,0.040236634912349384,0.010870121233822702,0.011141511296646263,0.05735998334374349,51,7.275,410,5.495,7.2,0.3925375240687483,4.422281023153946e-4,392.9675888746617,5.30884444230988e-5,0.49729215645469815,0.4614812468114534,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-11-14,10,0.29692100404211785,0.15058629911540836,0.040454130236199926,0.010998005013044146,0.011000479508081121,0.057464084946908175,51,7.27,414,5.59,7.2,0.39867249294056345,4.4399842576043805e-4,399.10319258991876,5.3703179637025325e-5,0.49895943840677026,0.4675810558213132,Big Muskellunge Lake,46.021067,-89.611783
BM,2000-11-14,19,0.2974200309396676,0.1514091750668587,0.040454130236199926,0.010998005013044146,0.011846670239471975,0.05788049135956693,51,7.31,416,5.5,7.2,0.3972332495148064,4.8507707646089105e-4,397.713847448903,4.897788193684467e-5,0.5002813412557704,0.4674454881903062,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-02-23,0,0.34233245171914767,0.18103270931907017,0.049588933837922476,0.013811448155915906,0.01156460666234169,0.06641682281907141,60,7.59,479,6.05,0.3,0.45918899778602906,8.544283197743318e-4,460.06135179490605,2.5703957827688645e-5,0.5867655430320563,0.5380248555872165,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-02-23,10,0.31239083786616095,0.15963793458136186,0.042629083474705294,0.01150954012992992,0.010718415930950836,0.054965646470955656,55,6.92,414,5.63,4.1,0.3337619690154613,1.5072820172888784e-4,333.8049997690269,1.2022644346174132e-4,0.526167396052158,0.3995967596190967,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-02-23,19,0.4116971904785668,0.17403826373174247,0.04480403671321066,0.013811448155915906,0.011282543085211406,0.03622735790131168,65,6.67,491.5,8.515,4.7,0.4151401693623913,1.0746931899458588e-4,415.0402347346815,2.1379620895022324e-4,0.6443509390794359,0.46275753966790895,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-05-04,0,0.2954239233494685,0.1489405472125077,0.040454130236199926,0.010486469896158371,0.010154288776690265,0.056006662502602535,50,7.5,392,5.51,11.3,0.4206787047508111,8.961872884064786e-4,421.645207268734,3.162277660168379e-5,0.4953050706943345,0.4877358433185104,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-05-04,10,0.294425869554369,0.14935198518823287,0.040454130236199926,0.010486469896158371,0.009731193410994836,0.05756818655007286,50,7.375,388,5.525,8.7,0.40810642754286475,6.052720973335857e-4,408.7293752291915,4.216965034285822e-5,0.4947184548749602,0.47601107960126604,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-05-04,19,0.2954239233494685,0.14976342316395805,0.040454130236199926,0.010742237454601258,0.00987222519955998,0.05663127212159068,50,7.13,391,5.73,7.9,0.38883538098202414,3.203782934527857e-4,389.11243658897854,7.413102413009176e-5,0.49638371420422767,0.45565925659662754,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-08-21,0,0.30091321922251607,0.15963793458136186,0.040889120883900995,0.010742237454601258,0.007333653005387414,0.06225275869248387,50,8.24,401,4.92,22.3,0.4012035319352429,0.006166142776777057,408.78907744406894,5.754399373371567e-6,0.5121825121423801,0.47695608640989123,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-08-21,8,0.3019112730176156,0.16046081053281216,0.04175910217930314,0.010998005013044146,0.007897780159647984,0.06162814907349573,NA,8.11,408,4.97,21.6,0.4041787299286539,0.004534665074097792,409.7047716562593,7.762471166286928e-6,0.5151291907427751,0.4782393242358954,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-08-21,10,0.3074005688906632,0.16046081053281216,0.041324111531602065,0.010998005013044146,0.007051589428257128,0.05808869456589631,50,7.43,409,5.36,18.5,0.4083908711972976,8.91521335392187e-4,409.40624577666864,3.715352290971728e-5,0.5201834959681216,0.4744226765268432,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-08-21,12,0.3273616447926543,0.1612836864842625,0.041324111531602065,0.011253772571487033,0.007897780159647984,0.05642306891526129,NA,6.7,439,7.01,13.6,0.37929635992858646,1.3631748051392108e-4,379.2514196752377,1.9952623149688788e-4,0.541223215380006,0.4437535264840096,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-08-21,16,0.3563052048505414,0.16375231433861345,0.04219409282700422,0.012788377922144356,0.007897780159647984,0.057464084946908175,NA,6.5,467,8.53,11,0.3735940913847074,7.892463439019953e-5,373.3650807126496,3.1622776601683794e-4,0.5750399899383035,0.43903488112565375,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-08-21,19,0.3852487649084286,0.16375231433861345,0.043064074122406364,0.013811448155915906,0.007192621216822272,0.05257130959816781,61,6.56,517.5,9.665,10.6,0.4491495835833925,1.0772601246759337e-4,448.99090406812564,2.754228703338169e-4,0.6058766015253643,0.5090212404108502,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-11-12,0,0.2984180847347672,0.1579921826784612,0.039149158293096696,0.010998005013044146,0.006769525851126843,0.0591297105975432,52,7.43,415,5.68,7.6,0.4240873400267272,6.909626661974761e-4,424.802585300502,3.715352290971728e-5,0.5065574307193692,0.49067753914159473,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-11-12,10,0.30141224612006584,0.1579921826784612,0.03980164426464831,0.011125888792265589,0.007756748371082842,0.06131584426400167,51.5,7.425,408.5,5.82,7,0.43337754837093606,6.854861961004889e-4,434.08275168207297,3.758374042884443e-5,0.5103319618554409,0.5031356272021211,Big Muskellunge Lake,46.021067,-89.611783
BM,2001-11-12,19,0.30141224612006584,0.1571693067270109,0.041324111531602065,0.012021075246815694,0.0076157165825177,0.059754320216531334,52,7.38,408,5.69,6.8,0.4186897288419434,5.93445988922681e-4,419.2920332407676,4.168693834703355e-5,0.5119267396254945,0.4866532116299151,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-02-26,0,0.3049054344029143,0.1645751902900638,0.03958414894079777,0.01150954012992992,0.011282543085211406,0.0803664376431397,57,7.51,448,5.91,0.3,0.44081468361280907,6.822447670288744e-4,441.50202559760595,3.090295432513592e-5,0.5205743137637058,0.533145909108189,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-02-26,10,0.2879385198862218,0.14976342316395802,0.036104223759189175,0.010486469896158373,0.010013256988125122,0.07266291900895273,55,7.11,429,5.725,2.3,0.3740346647858034,2.466507339948729e-4,374.2203243884537,7.762471166286911e-5,0.4842926367055274,0.45695749151687615,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-02-26,17,0.3138879185588103,0.1645751902900638,0.036104223759189175,0.01150954012992992,0.011282543085211406,0.06537580678742452,58,6.78,457,6.26,3.1,0.3312690718126743,1.0491402728207913e-4,331.2157302294938,1.6595869074375596e-4,0.5260768727379932,0.4080323357125923,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-04-24,0,0.30390738060781475,0.152232051018309,0.03871416764539563,0.010486469896158371,0.010718415930950836,0.06641682281907141,51,7.05,411,5.71,4.8,0.3672564709656885,2.2879070946506952e-4,367.41475269580275,8.912509381337459e-5,0.5053400691676778,0.4446205004251758,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-04-24,10,0.3088976495833125,0.15470067887265995,0.039149158293096696,0.010614353675379815,0.010013256988125122,0.0646470955652717,51,7.04,413.5,5.85,4.3,0.37314582401322594,2.23575636040593e-4,373.2954008481423,9.120108393559096e-5,0.513361840424449,0.44802975220266333,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-04-24,19,0.30989570337841205,0.15552355482411026,0.03871416764539563,0.010742237454601258,0.010154288776690265,0.06995627732667083,51,7.04,401,5.88,4.2,0.3748282189028478,2.238645975903747e-4,374.97789701715413,9.120108393559096e-5,0.5148756633025191,0.45516264960379926,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-08-12,0,0.2724686860621787,0.1398889117465542,0.03653921440689025,0.00971916722082971,0.010154288776690265,0.0720383093899646,49,8.02,408,5.29,23.3,0.42903402755940506,0.004059645501070402,434.011870950824,9.549925860214369e-6,0.4586159794364529,0.5152862712271303,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-08-12,5,0.27646090124257694,0.13330590413495166,0.03653921440689025,0.009974934779272597,0.010718415930950836,0.07141369977097647,NA,7.99,403,5.24,23.3,0.4244612777965193,0.00374830092675682,429.0650522559129,1.0232929922807535e-5,0.45628095456369144,0.5103416944252035,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-08-12,10,0.28669095264234734,0.14482616745525612,0.03827917699769455,0.011125888792265589,0.011141511296646263,0.06672912762856548,51,7.5,396,5.48,14.8,0.4207074237663199,9.844326651275513e-4,421.7989055849561,3.162277660168379e-5,0.48092218588756364,0.4995624953566592,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-08-12,12,0.29941613852986676,0.14647191935815676,0.03958414894079777,0.010486469896158371,0.010718415930950836,0.06870705808869457,NA,6.93,413,5.99,12.5,0.3765237984597456,2.231295515610331e-4,376.6586780105441,1.1748975549395303e-4,0.4959586767249797,0.456172402030952,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-08-12,16,0.34033634412894853,0.1530549269697593,0.03871416764539563,0.012021075246815694,0.0132569881251234,0.06433479075577764,NA,6.57,465,7.46,10.8,0.35086657621262257,8.660005172474743e-5,350.6939901367844,2.691534803926914e-4,0.5441265139909192,0.4285449551452483,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-08-12,19,0.34832077448974497,0.1514091750668587,0.03871416764539563,0.012276842805258582,0.01212873381660226,0.05892150739121382,58,6.58,482,7.79,10.5,0.3690100764663508,9.241462680865846e-5,368.8493009929607,2.6302679918953814e-4,0.5507209600072578,0.4401527323009755,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-11-05,0,0.298917111632317,0.1481176712610574,0.039149158293096696,0.010230702337715485,0.00874397089103884,0.059754320216531334,52,7.42,393,5.36,5.8,0.3973783170246036,5.988482597172077e-4,397.98976604913474,3.8018939632056124e-5,0.49641464352418657,0.466475456391891,Big Muskellunge Lake,46.021067,-89.611783
BM,2002-11-05,10,0.29941613852986676,0.1514091750668587,0.040454130236199926,0.010998005013044146,0.009590161622429696,0.058296897772225686,53,7.4,405,5.36,5.5,0.3950203040364734,5.6320583645077e-4,395.5905782473905,3.981071705534969e-5,0.5022774488459695,0.46347056926757957,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-02-21,0,0.3448275862068965,0.18596996502777205,0.04436904606550959,0.013555680597473018,0.013539051702253686,0.07870081199250469,63,7.37,513,7.13,0.4,0.5119650601207351,5.760040904207039e-4,512.5238128465791,4.265795188015925e-5,0.5887222778976512,0.6047809279059141,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-02-21,10,0.2949248964519187,0.15675786875128572,0.03479925181608595,0.010614353675379815,0.011564606662341692,0.0683947532792005,54,6.984999999999999,434,6.38,4,0.39370862297237663,2.058421935986463e-4,393.82531740495745,1.0351421666793451e-4,0.4970963706946702,0.47387382510751747,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-04-30,0,0.2629871750087329,0.14071178769800452,0.030231850015224673,0.009463399662386823,0.00987222519955998,0.06131584426400167,49.5,7.17,405,5.17,7.9,0.3566172729782998,3.2218082029747603e-4,356.90596911789197,6.760829753919819e-5,0.44339421238434895,0.42812752326215897,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-04-30,10,0.26747841708668096,0.14153466364945486,0.030449345339075208,0.009974934779272597,0.010154288776690265,0.06162814907349573,51,7.02,412,5.83,6.2,0.37210306453884695,2.2602595339833197e-4,372.25348468802105,9.549925860214369e-5,0.44943736085448366,0.4441115283424313,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-04-30,19,0.26747841708668096,0.14153466364945486,0.03088433598677628,0.009974934779272597,0.010718415930950836,0.06162814907349573,51,6.97,410,6,5.9,0.3716526808402859,1.9934232033435318e-4,371.7618722756685,1.0715193052376071e-4,0.4498723515021847,0.44419858816506685,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-08-19,0,0.28544338539847297,0.14482616745525612,0.0356692331114881,0.010486469896158371,0.01861619609059882,0.06683322923173017,50,8.1,406,5.29,25.3,0.43027533257902306,0.0051023672888027664,436.6716849709605,7.943282347242822e-6,0.4764252558613756,0.5208271251901548,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-08-19,5,0.2869404660911223,0.14564904340670645,0.0356692331114881,0.009974934779272597,0.011846670239471975,0.06287736831147199,NA,8.12,409,5.33,24.6,0.4337221455240692,0.005309174642778378,440.315918574876,7.585775750291851e-6,0.4782336773885894,0.5137553587177915,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-08-19,8,0.2767104146913518,0.14153466364945486,0.035016747139936494,0.010102818558494042,0.008320875525343411,0.05121798875702686,49.5,8.02,402,5.34,21.5,0.4329253975796649,0.003939325884950921,437.66037195653206,9.549925860214369e-6,0.46336464403923727,0.4964035877469861,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-08-19,12,0.2939268426568192,0.1440032915038058,0.036104223759189175,0.010486469896158371,0.01212873381660226,0.06287736831147199,NA,6.94,413,6.22,11.8,0.39178816912591313,2.3308193477184744e-4,391.9344402171718,1.1481536214968817e-4,0.48452082781597255,0.4670273531887592,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-08-19,16,0.33834023653874945,0.14976342316395805,0.037844186349993474,0.012788377922144356,0.01156460666234169,0.067041432438059545,NA,6.48,468,8.3,9.5,0.3498510100915578,6.763544243959616e-5,349.5942593931763,3.311311214825908e-4,0.5387362239748453,0.42852468463439863,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-08-19,19,0.34283147861669744,0.15058629911540836,0.03653921440689025,0.012788377922144356,0.011846670239471975,0.06641682281907141,59,6.48,478,8.53,9.1,0.3579285809320633,6.839923464665383e-5,357.6722555222605,3.311311214825908e-4,0.5427453700611404,0.4362604732252533,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-11-10,0,0.2809521433205249,0.15058629911540836,0.04001913958849885,0.010742237454601258,0.010154288776690265,0.06266916510514262,51,7.53,421,5,5,0.37920468887981407,7.179478504082402e-4,379.9541039689419,2.951209226666384e-5,0.4822998194790334,0.4527460906120552,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-11-10,10,0.2774589550376765,0.15058629911540836,0.04001913958849885,0.010486469896158371,0.012410797393732546,0.06350197793046013,52,7.49,411,5.1,4.7,0.3832659872466444,6.555261459844088e-4,383.94298849918704,3.235936569296281e-5,0.478550863637742,0.45983428871682147,Big Muskellunge Lake,46.021067,-89.611783
BM,2003-11-10,19,0.27596187434502717,0.14976342316395805,0.039149158293096696,0.010486469896158371,0.00987222519955998,0.06391838434311889,53,7.48,421.5,4.95,4.7,0.3711641408030961,6.203770879689899e-4,371.8040305031114,3.3113112148259076e-5,0.4753609256982403,0.44557512743374394,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-03-02,0,0.36728379659663657,0.18679284097922239,0.050893905781025706,0.012021075246815694,0.0076157165825177,0.06516760358109515,56,7.33,493,1.28,0.4,0.09071314366940614,9.307980448282109e-5,90.78447215110992,4.6773514128719816e-5,0.6169916186037004,0.16358954363750178,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-03-02,19,0.4915414940865312,0.20818761571693065,0.049588933837922476,0.014578750831244564,0.008179843736778268,0.02248594628357277,70,6.73,660,11.32,4.2,0.5801455216933945,1.697032203297471e-4,580.1353996296185,1.8620871366628657e-4,0.7638967944726289,0.6109810149340753,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-04-29,0,0.2809521433205249,0.14071178769800452,0.032624298577580584,0.008440329428615275,0.007051589428257128,0.05642306891526129,49,7.4,401,5.66,6.8,0.41864881182271996,6.213535081816866e-4,419.2833793089477,3.981071705534969e-5,0.4627285590247253,0.48274482367442006,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-04-29,10,0.280952143320525,0.14194610162518,0.03414676584453434,0.009207632103943935,0.0069105576396919855,0.056006662502602535,49.5,7.34,402.5,5.635,5.9,0.408935853472483,5.14182661934486e-4,409.44645448461426,4.5708818961487516e-5,0.4662526428941833,0.472367256276712,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-08-17,0,0.3069015419931134,0.15387780292120964,0.04349906477010744,0.010998005013044146,0.00987222519955998,0.06350197793046013,50,7.92,441,5.23,19.4,0.4216864505269356,0.002905691467131458,425.120062481048,1.202264434617413e-5,0.5152764146974746,0.49796634512408716,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-08-17,5,0.29991516542741653,0.152232051018309,0.04219409282700422,0.009974934779272597,0.00930809804529941,0.06454299396210701,NA,7.93,402,5.23,19.4,0.4219256685082925,0.002975060477517979,425.4415471440529,1.1748975549395302e-5,0.5043162440520024,0.4987518209932169,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-08-17,10,0.298917111632317,0.1514091750668587,0.043064074122406364,0.010230702337715485,0.009590161622429696,0.06475119716843639,NA,7.92,400,5.39,19.3,0.4345704918834428,0.002987491708019184,438.08146843178304,1.202264434617413e-5,0.5036210631592976,0.511899342382328,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-08-17,12,0.31688207994410894,0.1514091750668587,0.04219409282700422,0.010230702337715485,0.01043635235382055,0.06308557151780136,51,7.05,415,6.45,14.8,0.43469281974441565,3.6090118401264015e-4,435.01239514095175,8.912509381337459e-5,0.5207160501756873,0.5085756448000502,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-08-17,16,0.36927990418683565,0.15963793458136186,0.04523902736091174,0.011765307688372808,0.01156460666234169,0.06079533624817822,NA,6.62,535,8.64,9.9,0.4230925175295317,1.1421463533216226e-4,422.9768793900666,2.39883291901949e-4,0.5859221738174821,0.49556667507538377,Big Muskellunge Lake,46.021067,-89.611783
BM,2004-08-17,19,0.38874195319127697,0.162518000411438,0.04697898995171604,0.012276842805258582,0.012410797393732546,0.057776389756402244,58,6.574999999999999,488,8.825,9.6,0.4123432905702375,9.94953506699666e-5,412.1853157466986,2.6607250597988143e-4,0.6105157863596895,0.4826299730710422,Big Muskellunge Lake,46.021067,-89.611783
BM,2005-02-24,0,0.3378412096411996,0.17609545361036824,0.04436904606550959,0.01150954012992992,0.01043635235382055,0.0747449510722465,60,7.44,500,6.35,0.5,0.4655813217485403,6.17559833889713e-4,466.19341729862487,3.63078054770101e-5,0.5698152494470073,0.5513801850084971,Big Muskellunge Lake,46.021067,-89.611783
BM,2005-02-24,19,0.3837516842157792,0.17198107385311664,0.040889120883900995,0.012788377922144356,0.010718415930950836,0.03185509056839475,67,6.68,639,8.82,3.7,0.4294048881287574,1.1015786326425279e-4,429.3118548886356,2.089296130854041e-4,0.6094102568749412,0.4720885524913672,Big Muskellunge Lake,46.021067,-89.611783
BM,2005-04-22,0,0.30889764958331256,0.1530549269697593,0.0374091957022924,0.00971916722082971,0.00930809804529941,0.06537580678742452,50,7.42,408,5.78,7.8,0.4307454530970541,6.899558224066728e-4,431.458491855515,3.8018939632056124e-5,0.5090809394761939,0.5061193137521848,Big Muskellunge Lake,46.021067,-89.611783
BM,2005-04-22,10,0.3051549478516892,0.15264348899403415,0.0374091957022924,0.00971916722082971,0.009590161622429696,0.06683322923173017,51,7.405,408,5.59,6.5,0.41365930471311074,6.153847351008047e-4,414.2874990301474,3.935500754557772e-5,0.5049267997688454,0.4906980803023714,Big Muskellunge Lake,46.021067,-89.611783
BM,2005-04-22,19,0.3128898647637107,0.15634643077556057,0.0374091957022924,0.009974934779272597,0.009590161622429696,0.06620861961274203,52,7.11,410,6.06,5.7,0.4034051527536479,2.968258902761046e-4,403.64788097720105,7.762471166286911e-5,0.5166204260208362,0.4795007598790958,Big Muskellunge Lake,46.021067,-89.611783
BM,2005-08-10,0,0.29292878886171964,0.1530549269697593,0.04480403671321066,0.010486469896158371,0.008461907313908555,0.06017072662919009,51,8.08,404,5.57,24.2,0.45273652062732034,0.005012612404315338,458.8832558915687,8.31763771102671e-6,0.501274222440848,0.5263817669747344,Big Muskellunge Lake,46.021067,-89.611783
BM,2005-08-10,5,0.29193073506662004,0.1530549269697593,0.04436904606550959,0.010230702337715485,0.007897780159647984,0.060378929835519464,NA,7.99,406,5.52,24.2,0.4472285961714187,0.004024835737329333,452.17142009424094,1.0232929922807535e-5,0.49958541043960447,0.5195301419039156,Big Muskellunge Lake,46.021067,-89.611783
